id_client,score_credit,age,anciennete,solde,nb_produits,carte_credit,membre_actif,salaire_estime,pays,genre,churn
1461,849,47,1,160705.92,3,1,1,176351.84,Allemagne,Homme,0
1462,364,43,8,25759.28,4,1,1,57135.66,France,Femme,0
1463,460,33,4,226115.94,3,1,1,119505.52,France,Femme,0
1464,506,30,4,142151.05,2,1,1,126610.72,France,Femme,0
1465,638,56,6,195084.56,3,1,1,69178.51,France,Femme,0
1466,849,50,5,198610.3,4,1,1,197770.68,Allemagne,Homme,0
1467,827,43,1,64120.13,3,1,1,160324.51,France,Homme,0
1468,580,65,10,132293.61,2,1,1,74434.23,France,Homme,0
1469,760,18,0,240119.94,3,1,1,81310.36,France,Femme,0
1470,769,66,4,22408.64,1,1,1,147877.76,Espagne,Femme,1
1471,506,55,3,170762.47,2,1,1,17126.28,France,Femme,0
1472,387,19,11,240566.02,1,1,1,100847.46,Allemagne,Homme,0
1473,790,66,2,75144.28,1,1,1,78475.53,France,Femme,1
1474,446,23,1,215361.98,4,1,1,172990.55,France,Homme,0
1475,834,63,9,233414.39,4,1,1,161389.56,France,Femme,0
1476,760,67,1,186771.55,2,0,1,76437.93,France,Homme,1
1477,788,55,13,57832.08,4,0,1,174987.44,France,Femme,0
1478,638,59,14,83500.18,3,1,1,184016.0,Allemagne,Homme,0
1479,603,41,3,8952.32,2,0,1,117204.89,France,Homme,0
1480,545,35,1,207863.31,4,1,1,44458.85,Allemagne,Homme,0
1481,435,44,3,212402.8,4,1,1,157510.7,France,Homme,1
1482,671,58,2,158177.58,3,1,1,74078.68,Allemagne,Homme,0
1483,359,25,8,88131.96,1,0,1,112547.06,France,Femme,1
1484,354,45,6,19202.76,3,0,0,23433.9,Allemagne,Homme,1
1485,472,27,13,188264.4,1,0,0,107516.73,France,Homme,1
1486,679,34,12,181631.55,4,0,1,85348.94,Allemagne,Femme,0
1487,702,72,10,228150.63,1,1,1,141922.08,Espagne,Homme,1
1488,467,79,14,182633.01,1,1,0,22544.98,France,Femme,1
1489,643,46,11,207173.74,4,0,1,130614.91,France,Homme,1
1490,746,75,2,186488.65,2,0,1,157811.87,Espagne,Femme,0
1491,508,23,12,157671.8,3,1,1,17363.96,France,Femme,0
1492,652,31,14,106741.6,4,1,1,153743.22,Allemagne,Homme,0
1493,577,39,13,225529.33,3,0,0,39087.75,France,Femme,0
1494,714,71,7,162742.14,3,1,1,144140.38,France,Femme,1
1495,565,23,8,99588.83,1,1,1,99226.13,Allemagne,Homme,0
1496,785,43,12,20867.32,4,0,1,117118.39,France,Homme,0
1497,533,56,6,72676.21,2,1,0,77409.24,Espagne,Homme,0
1498,364,29,5,135931.68,3,1,1,60411.29,France,Homme,0
1499,506,52,3,68908.84,3,1,0,28143.76,France,Femme,0
1500,485,31,4,55308.84,2,1,1,174967.65,France,Femme,0
1501,610,39,7,131848.38,3,0,1,127929.4,Allemagne,Femme,1
1502,506,68,2,42455.09,4,1,0,196817.84,Espagne,Homme,0
1503,396,40,1,200102.52,2,1,0,172333.6,Allemagne,Femme,0
1504,673,65,2,121092.04,4,1,1,175882.15,France,Homme,0
1505,681,24,11,143465.69,2,1,1,125602.19,Allemagne,Femme,1
1506,522,57,6,36845.82,3,0,0,29974.4,Espagne,Femme,0
1507,479,67,7,81144.08,2,0,1,183978.31,France,Femme,0
1508,760,42,0,102522.42,4,1,1,36808.95,France,Femme,1
1509,444,30,12,202053.21,2,0,1,110672.01,Allemagne,Homme,0
1510,464,38,6,192539.88,3,0,0,173518.31,Espagne,Homme,1
1511,592,58,8,55744.37,1,1,1,102395.48,Allemagne,Homme,1
1512,769,27,11,154044.77,3,0,1,45649.02,France,Femme,1
1513,641,70,12,60864.09,3,1,0,84041.42,France,Homme,1
1514,631,72,13,247061.79,1,0,1,197851.66,France,Homme,1
1515,648,76,13,238030.97,2,0,1,199955.45,Espagne,Femme,1
1516,632,26,14,140816.18,3,1,1,146504.47,Espagne,Homme,0
1517,418,32,2,174725.64,1,0,0,179278.58,Allemagne,Homme,1
1518,497,69,14,200357.6,4,1,1,23178.24,France,Femme,1
1519,360,19,2,180249.61,1,1,1,66054.74,Allemagne,Femme,1
1520,603,42,7,174957.17,3,1,1,83257.52,France,Homme,0
1521,679,30,3,239638.5,4,1,1,17219.56,Allemagne,Femme,0
1522,709,51,13,149114.03,3,0,1,84737.89,Espagne,Homme,0
1523,387,68,7,159075.67,1,1,1,32210.84,France,Homme,1
1524,483,75,4,212317.19,4,1,1,110720.72,France,Homme,1
1525,549,51,13,167472.72,3,0,1,15817.57,France,Femme,0
1526,372,52,2,183233.16,1,1,0,65033.23,France,Femme,1
1527,652,55,14,58542.17,4,0,1,175262.43,Allemagne,Homme,0
1528,695,20,3,92816.73,3,0,0,54415.74,France,Femme,0
1529,651,59,13,36825.34,1,1,1,26996.03,Allemagne,Homme,1
1530,712,73,3,126441.36,3,0,1,61200.2,Allemagne,Femme,0
1531,745,76,7,113931.85,3,1,0,168098.36,Espagne,Homme,0
1532,567,23,5,249290.7,3,1,0,123629.66,Espagne,Femme,0
1533,490,72,6,152802.16,2,1,1,123423.76,Allemagne,Homme,1
1534,453,65,8,196611.21,3,1,1,15106.19,France,Femme,1
1535,795,66,14,83503.67,4,1,1,102347.97,France,Homme,1
1536,559,36,5,207886.33,1,1,1,64139.34,Allemagne,Homme,1
1537,822,20,2,153771.24,1,0,1,77198.67,France,Femme,0
1538,830,35,14,174248.08,2,1,1,125757.03,Espagne,Femme,0
1539,460,56,12,73607.69,2,1,1,176752.86,France,Femme,0
1540,453,26,2,137159.6,2,1,1,48606.53,Espagne,Homme,0
1541,665,69,10,158509.24,3,1,1,157121.07,Allemagne,Homme,0
1542,520,29,2,147273.67,3,1,1,24046.9,Espagne,Femme,0
1543,809,22,11,228798.43,4,1,0,75444.9,Espagne,Homme,0
1544,841,20,9,224568.17,1,1,0,55498.85,France,Femme,1
1545,705,28,1,242746.01,1,1,1,184383.04,Allemagne,Homme,0
1546,845,74,0,166857.0,3,0,1,47929.61,France,Femme,1
1547,673,47,10,242978.53,1,1,1,122046.9,Espagne,Femme,1
1548,482,21,9,208119.5,3,1,1,45484.89,Allemagne,Femme,0
1549,725,22,0,67708.04,2,1,1,102594.49,France,Femme,0
1550,642,18,3,106858.92,3,0,0,91478.98,Espagne,Femme,0
1551,677,44,2,59598.11,4,1,1,22651.08,France,Femme,0
1552,476,45,4,1049.29,3,0,1,167785.5,France,Femme,1
1553,455,46,11,47012.19,3,0,0,159320.85,Allemagne,Femme,0
1554,846,35,8,1015.15,1,1,1,66403.8,Espagne,Femme,0
1555,441,29,11,179959.62,3,1,1,128589.1,Espagne,Femme,0
1556,636,30,12,106383.57,4,1,0,82093.87,Allemagne,Femme,0
1557,727,58,7,78143.68,3,1,1,157307.02,France,Homme,0
1558,742,19,11,190430.22,3,0,1,143109.62,France,Femme,0
1559,400,54,8,208121.69,2,1,1,31736.39,France,Femme,0
1560,378,62,12,243824.88,3,1,1,171174.81,France,Homme,1
1561,811,33,4,160503.4,3,1,1,48193.83,Allemagne,Femme,1
1562,645,65,7,115382.24,3,1,1,47210.29,Allemagne,Homme,0
1563,646,41,3,76316.08,4,0,1,150743.17,Allemagne,Homme,1
1564,563,52,4,55579.55,1,1,0,48901.45,France,Homme,0
1565,616,39,14,53231.49,2,1,1,37643.44,France,Femme,1
1566,756,53,11,102297.34,2,1,1,77082.82,France,Homme,0
1567,606,28,2,247946.59,3,1,0,170161.81,Allemagne,Homme,0
1568,651,72,4,213.42,3,1,1,47709.62,France,Homme,0
1569,450,75,11,49301.47,1,1,0,77728.5,France,Homme,1
1570,754,63,2,47098.25,3,1,1,67956.98,France,Femme,1
1571,695,46,4,179279.87,4,0,1,80871.26,Allemagne,Homme,0
1572,459,52,10,88121.18,1,1,1,147140.28,France,Femme,1
1573,769,65,13,114315.2,3,1,1,90011.13,France,Homme,0
1574,531,71,4,37156.03,1,1,1,155521.69,Allemagne,Femme,1
1575,820,32,5,101249.26,2,1,1,133474.58,Allemagne,Homme,1
1576,662,77,8,25799.95,3,1,1,81803.35,France,Femme,0
1577,350,48,0,133260.82,1,0,0,94964.54,France,Homme,1
1578,668,59,11,24484.59,1,0,1,145170.2,France,Femme,0
1579,787,58,9,197627.1,3,1,1,113929.75,France,Femme,0
1580,404,60,13,141650.43,1,1,1,175642.93,France,Homme,0
1581,720,33,5,180991.97,3,1,1,187638.93,France,Homme,0
1582,773,27,0,104629.1,3,1,1,147775.86,France,Homme,0
1583,748,66,5,95372.82,4,0,1,198003.32,Espagne,Femme,0
1584,498,49,1,24552.22,4,0,0,125359.31,France,Homme,1
1585,780,68,7,130963.9,1,1,0,22368.7,France,Homme,1
1586,806,19,10,128625.54,1,1,1,108397.63,France,Femme,0
1587,658,41,2,117025.51,1,0,1,57551.72,Espagne,Femme,1
1588,486,40,9,185129.59,2,0,1,76736.94,Allemagne,Femme,1
1589,551,19,13,208126.1,3,0,1,105662.96,Allemagne,Homme,0
1590,785,55,5,187697.42,3,0,1,69584.4,Allemagne,Homme,0
1591,662,48,5,35966.44,2,1,1,72280.0,France,Homme,1
1592,466,68,14,155514.88,2,1,1,89373.02,Espagne,Homme,1
1593,503,57,3,20080.78,1,1,1,67994.61,France,Homme,1
1594,774,43,4,173655.57,3,1,1,46357.68,France,Femme,1
1595,640,46,1,95459.77,4,1,0,156628.65,France,Femme,0
1596,412,20,9,33124.74,4,0,1,88114.18,Allemagne,Femme,1
1597,593,75,14,215512.71,2,1,1,168875.1,France,Homme,1
1598,374,31,9,153502.08,2,1,1,178302.64,Allemagne,Homme,0
1599,439,42,7,88681.24,3,0,1,153928.24,France,Homme,1
1600,424,65,9,7681.79,3,1,0,88384.53,France,Femme,1
1601,643,18,6,134327.56,4,1,1,148444.59,France,Femme,0
1602,735,70,9,230806.47,3,0,1,43715.79,Espagne,Homme,1
1603,740,20,5,149094.96,1,0,1,137306.42,France,Homme,0
1604,559,71,6,242912.65,2,1,1,90115.93,Allemagne,Homme,0
1605,824,43,11,34112.78,4,1,0,136294.22,Allemagne,Femme,1
1606,767,35,0,142076.28,4,1,1,154636.26,Espagne,Homme,0
1607,696,26,13,199531.26,1,0,1,119097.0,Espagne,Homme,0
1608,366,55,13,131385.18,3,1,1,133858.54,Espagne,Homme,0
1609,477,40,4,22766.59,3,0,1,54502.67,France,Homme,1
1610,776,38,6,145721.5,2,1,0,124649.42,France,Femme,0
1611,792,74,0,152934.48,1,1,1,100187.74,France,Homme,0
1612,713,18,1,182177.31,4,1,1,94189.78,Allemagne,Homme,0
1613,600,38,8,190302.88,1,0,1,90908.41,France,Homme,1
1614,528,44,11,192693.17,4,0,1,72520.95,Allemagne,Homme,1
1615,531,59,2,165861.1,1,0,1,71486.91,France,Femme,1
1616,501,76,5,53952.8,3,0,1,144445.69,France,Homme,1
1617,374,23,14,101058.94,4,0,1,118192.95,Allemagne,Femme,1
1618,804,72,6,194032.49,2,1,1,20541.14,Espagne,Femme,0
1619,529,61,8,238356.75,1,1,1,23977.17,Allemagne,Homme,1
1620,547,53,4,19736.74,3,1,1,120472.02,France,Femme,0
1621,693,45,3,133884.17,4,1,0,171562.44,Espagne,Femme,0
1622,510,62,10,78130.57,3,0,1,23135.9,Allemagne,Homme,1
1623,526,34,11,56348.47,1,1,1,108833.28,Allemagne,Homme,1
1624,634,76,14,126452.67,2,0,1,172460.04,France,Homme,0
1625,412,57,1,151522.34,2,1,1,15822.88,Allemagne,Homme,0
1626,840,75,2,2443.06,1,1,1,66021.87,France,Homme,0
1627,499,69,14,195051.64,4,1,0,185185.24,Espagne,Femme,1
1628,503,20,4,204970.53,3,0,1,30071.88,France,Homme,0
1629,505,29,10,241377.71,3,1,1,127294.35,Allemagne,Femme,1
1630,719,56,14,45160.93,4,0,1,108865.61,Allemagne,Femme,1
1631,818,29,12,148638.14,1,1,1,43060.68,France,Homme,0
1632,398,19,1,106656.34,3,1,1,22860.1,Allemagne,Homme,0
1633,804,73,12,83706.96,3,1,1,107978.61,Allemagne,Homme,0
1634,686,63,3,141408.36,1,0,1,150999.08,Allemagne,Homme,1
1635,433,39,0,195595.77,3,1,1,47789.91,France,Femme,1
1636,710,40,3,5763.2,4,1,1,142894.17,Espagne,Homme,1
1637,526,47,6,242350.03,4,0,1,116080.91,Allemagne,Homme,0
1638,497,22,14,202470.4,1,1,1,81201.59,France,Femme,0
1639,467,26,13,187788.43,1,1,1,137919.64,Allemagne,Femme,0
1640,691,38,11,190096.85,4,1,0,50515.7,Espagne,Homme,0
1641,825,28,2,97265.18,1,0,1,99532.29,Allemagne,Homme,1
1642,412,22,9,187905.14,4,0,1,116621.42,France,Homme,0
1643,538,52,7,96692.55,4,1,1,99858.67,Allemagne,Homme,1
1644,709,44,5,224676.71,4,0,1,88537.75,France,Homme,0
1645,398,66,5,44305.6,3,0,0,152069.02,Allemagne,Femme,1
1646,676,19,13,73086.86,1,1,1,136378.68,Allemagne,Femme,0
1647,606,41,14,137834.39,3,1,1,133300.49,France,Femme,0
1648,573,48,0,79802.76,1,1,1,179983.12,France,Femme,0
1649,490,50,4,106059.31,2,1,0,198797.62,France,Femme,0
1650,827,56,2,123105.67,3,1,1,119932.84,France,Homme,0
1651,564,47,14,214088.34,3,1,1,79429.56,France,Homme,0
1652,784,63,9,130798.06,3,1,1,159091.94,Espagne,Femme,0
1653,728,54,14,90614.96,2,0,1,41288.33,Allemagne,Femme,1
1654,789,68,0,61934.04,1,0,1,109888.2,Allemagne,Femme,0
1655,560,45,7,102168.99,2,0,0,112034.07,France,Homme,0
1656,667,77,6,128934.03,1,1,1,196941.56,France,Femme,1
1657,381,48,6,186528.71,1,1,1,198336.26,France,Femme,1
1658,507,28,11,30262.19,1,0,1,162854.62,Allemagne,Femme,0
1659,634,40,9,55402.3,1,1,1,102507.9,Allemagne,Homme,1
1660,654,74,13,94913.5,1,0,1,116236.77,Allemagne,Homme,0
1661,778,19,9,90099.6,2,1,1,74152.2,France,Homme,0
1662,826,57,9,97937.02,3,1,0,168521.46,France,Femme,0
1663,635,58,3,198380.32,2,1,0,153111.05,Allemagne,Femme,1
1664,493,44,12,81038.6,3,0,1,157713.68,France,Homme,1
1665,773,52,14,125474.55,3,0,1,40655.12,France,Femme,1
1666,368,19,10,155976.76,4,0,1,88747.28,France,Homme,0
1667,367,56,5,58044.64,3,1,1,114410.06,Allemagne,Homme,1
1668,606,54,12,179673.85,2,1,1,38061.72,Espagne,Homme,0
1669,427,38,8,136777.83,4,1,1,83195.26,France,Femme,1
1670,720,75,14,111695.29,1,1,0,31175.02,France,Homme,1
1671,524,22,13,202446.01,1,1,0,192385.63,Allemagne,Femme,1
1672,847,69,2,60873.81,3,1,1,153983.72,Espagne,Homme,1
1673,543,62,14,220793.99,1,1,1,129838.4,Allemagne,Femme,0
1674,825,38,8,140262.18,1,0,1,52898.44,Espagne,Femme,0
1675,462,46,3,152293.72,4,1,1,76813.58,Allemagne,Femme,1
1676,463,37,4,218764.74,2,1,1,41729.71,France,Femme,1
1677,571,78,6,204395.67,1,1,0,114182.13,Allemagne,Femme,1
1678,515,55,5,150390.52,1,0,1,166795.46,Espagne,Femme,1
1679,784,37,9,188296.93,2,0,1,18521.76,Allemagne,Homme,1
1680,668,67,7,108329.87,4,0,1,34112.1,Allemagne,Homme,1
1681,481,42,7,136844.44,4,0,1,57429.71,France,Femme,0
1682,734,19,7,15517.53,1,1,1,147102.35,Allemagne,Femme,1
1683,613,74,2,22464.48,3,1,1,180386.27,Allemagne,Homme,0
1684,762,49,14,207356.35,2,1,1,154307.28,Allemagne,Homme,0
1685,404,43,13,14917.91,4,1,1,112115.3,Allemagne,Homme,0
1686,708,23,9,42349.78,1,1,1,34445.79,France,Homme,0
1687,480,58,5,198958.16,4,1,1,154659.16,Allemagne,Femme,1
1688,637,74,6,286.49,1,1,0,34543.35,France,Homme,0
1689,615,20,8,70601.08,2,1,1,79322.62,France,Homme,1
1690,807,50,9,146009.66,3,1,1,71978.43,Espagne,Homme,0
1691,816,18,9,148862.48,2,1,0,81456.34,France,Femme,0
1692,715,68,13,194288.23,4,1,1,75962.87,Allemagne,Femme,1
1693,511,22,11,126481.56,4,1,1,157298.25,Espagne,Homme,0
1694,729,30,14,127350.47,4,0,1,46768.89,France,Femme,0
1695,830,36,3,181327.64,3,0,1,171481.52,France,Femme,0
1696,436,29,4,124656.12,2,0,0,173778.15,Allemagne,Homme,1
1697,404,65,7,152122.77,1,1,1,105821.28,France,Homme,0
1698,825,42,0,224443.52,2,1,0,34637.52,Espagne,Femme,0
1699,637,74,11,100362.75,2,0,1,121450.34,France,Homme,0
1700,527,68,5,96281.27,3,1,1,166872.3,Espagne,Homme,0
1701,740,52,14,887.25,2,0,1,68552.6,France,Femme,0
1702,698,29,3,153356.57,4,1,1,169983.27,Espagne,Femme,0
1703,357,47,4,7442.98,3,0,1,140229.99,Espagne,Femme,1
1704,670,22,10,126037.12,4,1,1,197640.59,Allemagne,Homme,0
1705,662,51,4,201058.45,4,1,0,167571.6,Allemagne,Homme,1
1706,596,39,1,137480.27,2,1,1,52277.59,France,Homme,0
1707,672,56,7,67409.04,1,0,1,98065.75,France,Homme,0
1708,821,30,14,196542.11,2,1,1,34149.07,France,Homme,1
1709,820,74,1,67429.25,1,1,1,27889.05,Allemagne,Homme,0
1710,792,64,3,183257.95,3,1,1,145620.03,Espagne,Homme,0
1711,604,71,11,152564.61,3,1,1,183892.38,Allemagne,Homme,1
1712,677,20,12,42499.07,3,1,1,195111.47,Allemagne,Homme,1
1713,403,77,4,226283.47,4,1,1,65036.28,Allemagne,Femme,0
1714,598,70,13,50160.92,4,1,1,52327.7,Espagne,Femme,0
1715,588,37,0,247396.77,3,1,0,118640.68,Allemagne,Femme,0
1716,578,48,5,1827.62,2,1,1,52159.11,Espagne,Homme,1
1717,416,22,1,65870.84,4,1,0,69742.81,France,Homme,0
1718,400,41,13,49965.07,4,1,1,169886.87,France,Homme,0
1719,446,57,4,3498.35,2,0,1,164935.63,Espagne,Homme,1
1720,441,71,14,183091.98,4,1,1,180588.56,Allemagne,Homme,1
1721,844,50,5,173356.45,2,1,1,104215.05,France,Homme,0
1722,613,25,10,198087.74,1,0,1,119355.86,Espagne,Femme,1
1723,767,41,7,64174.64,2,1,1,157559.06,Espagne,Femme,0
1724,640,67,8,111083.79,1,1,1,59264.12,France,Homme,1
1725,445,37,12,164778.38,4,1,0,167272.31,Espagne,Homme,1
1726,437,77,14,109942.13,1,0,1,18248.13,Allemagne,Homme,1
1727,427,33,11,174331.44,2,0,1,162567.08,France,Homme,0
1728,637,67,5,158493.35,1,1,1,158542.97,Allemagne,Homme,0
1729,469,69,4,28661.95,3,1,0,70829.29,Espagne,Homme,1
1730,651,29,11,195260.78,2,1,1,149663.79,Allemagne,Femme,1
1731,840,30,3,180169.09,2,1,1,54588.82,Espagne,Femme,0
1732,749,62,1,163958.6,1,1,1,121603.04,France,Femme,1
1733,801,59,1,38773.4,4,0,1,144608.55,Allemagne,Homme,0
1734,849,56,6,66999.11,4,0,1,147219.29,France,Femme,1
1735,514,42,4,98294.26,2,1,1,196843.0,France,Homme,1
1736,531,63,6,69982.41,2,1,0,48671.05,Allemagne,Femme,0
1737,818,49,12,56952.57,1,0,1,103947.75,Allemagne,Homme,1
1738,747,79,10,201339.42,2,1,1,177819.34,Allemagne,Femme,0
1739,572,41,0,159558.06,2,1,1,118879.83,Espagne,Homme,0
1740,660,65,0,141368.03,4,1,1,177131.97,Allemagne,Femme,0
1741,781,64,4,56488.18,2,1,1,95300.87,France,Homme,0
1742,815,61,1,229519.14,1,0,1,162140.01,Espagne,Homme,0
1743,356,26,7,47795.76,2,0,1,175959.12,France,Femme,1
1744,679,57,13,198737.73,2,0,0,171591.28,Allemagne,Femme,1
1745,612,67,14,241668.17,2,0,0,176202.53,France,Femme,0
1746,510,40,2,181773.18,3,1,1,55617.62,Espagne,Homme,0
1747,500,67,0,248214.69,2,1,1,96212.06,France,Femme,0
1748,434,30,12,162762.78,1,0,1,47295.8,France,Homme,1
1749,496,77,1,54365.09,4,1,1,48400.12,France,Homme,1
1750,461,76,9,50954.87,4,1,1,105248.05,France,Femme,0
1751,730,49,9,81141.07,3,1,1,192616.23,France,Homme,0
1752,752,67,6,1782.51,1,1,1,124503.59,France,Homme,1
1753,385,32,5,170424.62,4,1,0,172961.34,Espagne,Homme,0
1754,634,53,11,67166.95,4,1,1,188379.04,Espagne,Homme,0
1755,537,66,7,203795.81,2,0,0,31016.44,Espagne,Homme,1
1756,431,22,6,89793.16,2,0,1,44981.84,France,Femme,1
1757,351,39,13,119989.12,2,1,0,68805.73,France,Homme,1
1758,734,33,9,241422.23,3,1,1,129103.76,France,Femme,1
1759,652,58,12,60543.03,2,0,0,26419.91,France,Homme,1
1760,546,27,7,180313.52,1,1,1,160531.08,Allemagne,Homme,0
1761,753,41,2,188779.45,3,0,1,26800.91,Espagne,Femme,0
1762,360,35,5,55249.54,4,1,0,44309.88,Allemagne,Femme,0
1763,583,66,12,125249.21,4,1,1,85615.95,Espagne,Homme,0
1764,735,35,6,87550.48,1,1,1,118178.17,France,Femme,1
1765,544,24,14,192976.56,1,1,1,178078.36,Allemagne,Femme,1
1766,820,21,9,155620.83,4,1,1,193290.01,France,Femme,1
1767,468,43,10,118995.76,1,1,1,178658.79,France,Femme,0
1768,745,22,0,194840.82,1,1,0,34803.26,Allemagne,Femme,1
1769,369,77,0,58788.89,1,0,0,131777.45,Allemagne,Femme,1
1770,610,72,6,188405.47,2,1,1,96717.2,France,Homme,0
1771,642,33,12,216343.58,4,1,1,38271.56,France,Femme,0
1772,771,52,10,219655.4,1,1,1,117695.79,France,Homme,0
1773,605,43,12,195918.4,1,1,1,80981.79,France,Femme,1
1774,571,35,2,102003.54,2,1,1,78970.75,Allemagne,Homme,0
1775,742,46,2,245452.01,4,0,1,32472.35,France,Femme,0
1776,575,40,14,94898.41,3,1,1,196087.8,France,Homme,0
1777,402,70,4,159656.35,4,0,0,149302.58,Allemagne,Femme,0
1778,777,31,14,40268.54,4,0,1,66861.83,Allemagne,Homme,0
1779,704,32,10,245112.22,4,0,1,184732.9,Allemagne,Femme,0
1780,849,66,5,175996.48,2,1,1,190396.13,France,Homme,0
1781,691,50,1,188344.39,4,1,1,164919.35,France,Homme,0
1782,713,42,2,16444.18,3,0,1,136973.31,Espagne,Homme,1
1783,629,38,5,190854.45,1,0,0,84629.67,France,Homme,1
1784,430,34,2,193680.86,4,1,1,95354.1,Allemagne,Homme,0
1785,551,40,13,167943.18,2,1,1,99177.08,Espagne,Homme,0
1786,507,74,4,72977.4,4,1,1,190521.09,France,Homme,1
1787,469,60,8,122422.51,4,1,1,155624.9,Allemagne,Femme,1
1788,408,34,11,27608.59,3,1,1,69022.65,France,Homme,0
1789,843,75,2,117896.77,3,1,1,130558.51,Espagne,Femme,0
1790,564,31,11,60955.96,2,1,1,124871.6,France,Homme,1
1791,477,46,10,87274.25,2,1,1,165243.49,France,Femme,1
1792,573,37,12,40650.1,2,1,0,32632.05,France,Femme,1
1793,558,47,12,57513.59,2,1,1,144735.24,Espagne,Femme,0
1794,719,36,5,19142.16,2,1,1,76266.42,Allemagne,Homme,0
1795,464,70,10,229975.34,1,0,1,38981.93,France,Femme,1
1796,558,56,4,132602.67,1,1,1,150378.07,Allemagne,Homme,0
1797,363,73,4,99185.49,2,1,1,76354.51,France,Femme,0
1798,358,30,10,133757.3,2,1,1,150072.89,France,Femme,1
1799,389,35,13,157073.31,1,1,1,45050.84,Allemagne,Femme,0
1800,799,40,13,230469.7,3,1,1,197396.65,France,Homme,1
1801,586,79,5,44673.24,1,0,1,163630.48,Espagne,Homme,0
1802,630,63,5,73888.12,2,1,0,68493.08,Allemagne,Homme,0
1803,708,50,0,243947.33,3,1,1,151996.99,Espagne,Femme,1
1804,550,56,10,92798.25,2,1,1,40122.98,Espagne,Homme,0
1805,595,57,14,5640.41,4,1,1,135885.93,France,Homme,1
1806,627,35,8,36910.87,3,1,1,26032.82,Espagne,Homme,0
1807,584,26,4,6584.68,2,1,1,76676.68,Espagne,Homme,0
1808,843,50,0,247480.79,1,1,1,196015.57,Espagne,Homme,0
1809,353,49,7,69717.71,2,0,1,37370.27,France,Femme,0
1810,503,78,6,230885.69,1,1,1,125523.45,Espagne,Homme,1
1811,791,71,6,248971.57,3,1,0,28062.0,France,Homme,1
1812,378,34,14,149960.31,1,1,1,138839.22,Allemagne,Homme,1
1813,458,36,13,8299.08,3,0,1,66552.5,France,Femme,0
1814,447,44,4,20397.91,2,0,0,72345.49,Espagne,Femme,0
1815,564,23,0,120397.26,1,0,1,77493.47,France,Femme,0
1816,642,52,8,101543.0,3,1,1,52954.01,Allemagne,Femme,0
1817,424,73,10,151544.33,3,1,0,189206.62,Allemagne,Femme,0
1818,675,54,8,109711.95,3,1,0,182578.89,France,Homme,1
1819,495,51,7,233519.21,4,0,0,175952.82,Allemagne,Femme,1
1820,477,37,4,133684.93,3,1,0,34692.43,Allemagne,Homme,1
1821,690,42,13,173431.52,2,0,1,58187.3,Allemagne,Homme,1
1822,391,21,2,224121.32,2,1,1,128261.78,France,Homme,0
1823,705,27,7,36717.97,2,1,1,194518.64,France,Homme,0
1824,390,27,0,57433.66,3,1,0,126891.22,France,Homme,1
1825,771,41,2,26829.67,2,0,1,75513.83,Espagne,Femme,0
1826,383,38,11,34909.6,3,0,0,166219.76,France,Homme,1
1827,366,28,10,128145.99,3,0,1,40054.65,France,Femme,1
1828,514,44,6,80294.81,3,1,1,178122.25,France,Femme,0
1829,502,33,13,105793.21,4,1,1,195315.21,Allemagne,Homme,0
1830,835,43,14,245622.46,1,1,0,194015.74,France,Homme,1
1831,727,78,3,39176.09,2,1,1,42323.86,France,Femme,0
1832,425,78,6,135203.02,4,1,0,116677.39,France,Homme,1
1833,436,47,11,24717.79,2,0,1,123210.02,Allemagne,Femme,1
1834,466,66,10,79624.08,4,0,1,51059.94,Espagne,Homme,1
1835,711,33,12,131881.48,1,0,1,116153.81,France,Homme,0
1836,691,24,13,236657.94,1,1,1,134609.45,Espagne,Femme,0
1837,818,33,4,97807.06,1,1,1,75857.92,France,Femme,0
1838,376,52,5,16226.67,1,1,1,73400.94,France,Homme,1
1839,662,75,13,97040.36,3,0,1,26144.12,France,Femme,0
1840,636,33,6,36435.29,2,1,1,192012.73,Espagne,Femme,0
1841,483,57,14,57497.4,2,0,1,163668.95,Allemagne,Femme,1
1842,568,79,12,154522.66,2,0,0,155498.09,France,Homme,1
1843,517,29,9,16855.97,3,1,1,19029.1,France,Femme,1
1844,447,52,11,116180.94,2,1,1,130497.18,Allemagne,Homme,1
1845,617,66,6,152365.4,1,1,1,48416.28,France,Femme,1
1846,586,38,6,105464.6,2,1,1,137417.74,France,Femme,0
1847,658,67,6,4781.59,2,0,1,129913.77,Espagne,Femme,0
1848,804,60,10,246379.84,4,0,1,172606.19,France,Femme,1
1849,743,53,12,91778.94,3,0,0,62255.31,Allemagne,Femme,0
1850,522,65,12,194644.3,1,0,1,20080.43,France,Femme,1
1851,750,34,6,81411.62,1,0,0,184110.51,France,Femme,0
1852,759,49,2,118754.19,1,1,1,183097.67,Espagne,Homme,1
1853,818,58,14,97115.91,2,0,1,99334.02,Espagne,Femme,0
1854,825,23,11,85634.81,1,1,1,29446.29,Allemagne,Homme,0
1855,539,41,2,5462.84,1,1,1,107124.26,France,Femme,0
1856,471,44,6,90005.23,4,1,0,111942.63,Allemagne,Femme,1
1857,395,37,13,222372.5,2,1,1,167019.21,France,Femme,0
1858,413,42,1,172598.33,4,1,0,147663.77,Allemagne,Femme,0
1859,479,19,13,36355.71,3,1,1,28098.85,Allemagne,Homme,0
1860,659,26,1,147788.75,2,0,1,145487.46,Espagne,Femme,1
